indicator,drug_type,lhn,financial_year,year_start,count,mean_bed_days,group_by,sex,age_group,indigenous_status,seifa_quintile,remoteness,population,rate_per_100k,rate_lcl,rate_ucl
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2023-24,2023,56,1.59,SEIFA quintile,Persons,All ages,All,Q3,All,375189,14.9,11.0,18.8
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2023-24,2023,30,1.43,SEIFA quintile,Persons,All ages,All,Q4,All,375189,8.0,5.1,10.9
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2023-24,2023,34,1.74,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,375189,9.1,6.1,12.1
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2024-25,2024,4,2.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,379691,1.1,0.1,2.1
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2024-25,2024,46,1.35,SEIFA quintile,Persons,All ages,All,Q2,All,379691,12.1,8.6,15.6
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2024-25,2024,43,1.35,SEIFA quintile,Persons,All ages,All,Q3,All,379691,11.3,7.9,14.7
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2024-25,2024,29,1.28,SEIFA quintile,Persons,All ages,All,Q4,All,379691,7.6,4.8,10.4
Alcohol and other drug-related hospitalisations,Hallucinogens,South Australia (All LHNs),2024-25,2024,28,1.32,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,379691,7.4,4.7,10.1
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2020-21,2020,4,3.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,80000,5.0,0.1,9.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2020-21,2020,8,2.25,SEIFA quintile,Persons,All ages,All,Q2,All,80000,10.0,3.1,16.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2020-21,2020,11,1.27,SEIFA quintile,Persons,All ages,All,Q3,All,80000,13.8,5.7,21.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2020-21,2020,7,1.29,SEIFA quintile,Persons,All ages,All,Q4,All,80000,8.8,2.3,15.3
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2020-21,2020,8,1.62,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,80000,10.0,3.1,16.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2021-22,2021,3,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,80960,3.7,0.0,7.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2021-22,2021,5,2.8,SEIFA quintile,Persons,All ages,All,Q2,All,80960,6.2,0.8,11.6
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2021-22,2021,9,1.11,SEIFA quintile,Persons,All ages,All,Q3,All,80960,11.1,3.8,18.4
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2021-22,2021,5,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,80960,6.2,0.8,11.6
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2021-22,2021,6,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,80960,7.4,1.5,13.3
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2022-23,2022,1,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,81931,1.2,0.0,3.6
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2022-23,2022,8,1.12,SEIFA quintile,Persons,All ages,All,Q2,All,81931,9.8,3.0,16.6
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2022-23,2022,9,2.78,SEIFA quintile,Persons,All ages,All,Q3,All,81931,11.0,3.8,18.2
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2022-23,2022,6,2.17,SEIFA quintile,Persons,All ages,All,Q4,All,81931,7.3,1.4,13.2
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2022-23,2022,6,1.5,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,81931,7.3,1.4,13.2
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2023-24,2023,2,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,82914,2.4,0.0,5.7
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2023-24,2023,6,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,82914,7.2,1.4,13.0
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2023-24,2023,12,2.25,SEIFA quintile,Persons,All ages,All,Q3,All,82914,14.5,6.3,22.7
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2023-24,2023,9,1.22,SEIFA quintile,Persons,All ages,All,Q4,All,82914,10.9,3.8,18.0
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2023-24,2023,7,2.57,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,82914,8.4,2.1,14.7
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2024-25,2024,2,2.5,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,83909,2.4,0.0,5.7
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2024-25,2024,9,1.33,SEIFA quintile,Persons,All ages,All,Q2,All,83909,10.7,3.7,17.7
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2024-25,2024,6,1.83,SEIFA quintile,Persons,All ages,All,Q3,All,83909,7.2,1.5,12.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2024-25,2024,5,1.4,SEIFA quintile,Persons,All ages,All,Q4,All,83909,6.0,0.8,11.2
Alcohol and other drug-related hospitalisations,Hallucinogens,Southern Adelaide LHN,2024-25,2024,5,1.2,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,83909,6.0,0.8,11.2
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2020-21,2020,2,5.5,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,15000,13.3,0.0,31.8
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2020-21,2020,2,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,15000,13.3,0.0,31.8
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2021-22,2021,1,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,15180,6.6,0.0,19.5
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2021-22,2021,3,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,15180,19.8,0.0,42.2
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2021-22,2021,2,3.0,SEIFA quintile,Persons,All ages,All,Q4,All,15180,13.2,0.0,31.5
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2022-23,2022,3,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,15362,19.5,0.0,41.6
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2022-23,2022,1,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,15362,6.5,0.0,19.3
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2022-23,2022,3,4.0,SEIFA quintile,Persons,All ages,All,Q3,All,15362,19.5,0.0,41.6
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2022-23,2022,2,1.5,SEIFA quintile,Persons,All ages,All,Q4,All,15362,13.0,0.0,31.0
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2023-24,2023,3,2.33,SEIFA quintile,Persons,All ages,All,Q3,All,15546,19.3,0.0,41.1
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2023-24,2023,1,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,15546,6.4,0.0,19.0
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2023-24,2023,1,2.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,15546,6.4,0.0,19.0
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2024-25,2024,3,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,15733,19.1,0.0,40.7
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2024-25,2024,1,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,15733,6.4,0.0,18.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2024-25,2024,1,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,15733,6.4,0.0,18.9
Alcohol and other drug-related hospitalisations,Hallucinogens,Yorke and Northern LHN,2024-25,2024,3,1.33,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,15733,19.1,0.0,40.7
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2020-21,2020,1,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,33000,3.0,0.0,8.9
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2020-21,2020,1,7.0,SEIFA quintile,Persons,All ages,All,Q4,All,33000,3.0,0.0,8.9
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2020-21,2020,2,4.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,33000,6.1,0.0,14.5
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2021-22,2021,2,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,33396,6.0,0.0,14.3
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2022-23,2022,1,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,33796,3.0,0.0,8.8
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2022-23,2022,2,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,33796,5.9,0.0,14.1
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2023-24,2023,2,2.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,34202,5.8,0.0,13.9
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2023-24,2023,2,1.5,SEIFA quintile,Persons,All ages,All,Q2,All,34202,5.8,0.0,13.9
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2023-24,2023,4,1.5,SEIFA quintile,Persons,All ages,All,Q3,All,34202,11.7,0.2,23.2
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2023-24,2023,2,1.5,SEIFA quintile,Persons,All ages,All,Q4,All,34202,5.8,0.0,13.9
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2023-24,2023,1,2.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,34202,2.9,0.0,8.6
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2024-25,2024,3,2.33,SEIFA quintile,Persons,All ages,All,Q2,All,34612,8.7,0.0,18.5
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2024-25,2024,2,1.5,SEIFA quintile,Persons,All ages,All,Q3,All,34612,5.8,0.0,13.8
Alcohol and other drug-related hospitalisations,Inhalants,Barossa Hills Fleurieu LHN,2024-25,2024,3,1.67,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,34612,8.7,0.0,18.5
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2020-21,2020,2,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,98000,2.0,0.0,4.8
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2020-21,2020,4,1.75,SEIFA quintile,Persons,All ages,All,Q2,All,98000,4.1,0.1,8.1
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2020-21,2020,3,2.0,SEIFA quintile,Persons,All ages,All,Q3,All,98000,3.1,0.0,6.6
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2020-21,2020,3,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,98000,3.1,0.0,6.6
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2020-21,2020,4,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,98000,4.1,0.1,8.1
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2021-22,2021,3,1.67,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,99176,3.0,0.0,6.4
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2021-22,2021,12,2.17,SEIFA quintile,Persons,All ages,All,Q2,All,99176,12.1,5.3,18.9
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2021-22,2021,14,1.36,SEIFA quintile,Persons,All ages,All,Q3,All,99176,14.1,6.7,21.5
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2021-22,2021,7,1.43,SEIFA quintile,Persons,All ages,All,Q4,All,99176,7.1,1.9,12.3
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2021-22,2021,4,2.25,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,99176,4.0,0.0,8.0
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2022-23,2022,3,1.33,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,100366,3.0,0.0,6.4
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2022-23,2022,7,3.0,SEIFA quintile,Persons,All ages,All,Q2,All,100366,7.0,1.8,12.2
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2022-23,2022,7,1.14,SEIFA quintile,Persons,All ages,All,Q3,All,100366,7.0,1.8,12.2
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2022-23,2022,3,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,100366,3.0,0.0,6.4
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2022-23,2022,7,1.29,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,100366,7.0,1.8,12.2
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2023-24,2023,4,1.25,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,101570,3.9,0.0,7.8
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2023-24,2023,4,1.75,SEIFA quintile,Persons,All ages,All,Q2,All,101570,3.9,0.0,7.8
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2023-24,2023,8,1.62,SEIFA quintile,Persons,All ages,All,Q3,All,101570,7.9,2.4,13.4
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2023-24,2023,1,5.0,SEIFA quintile,Persons,All ages,All,Q4,All,101570,1.0,0.0,2.9
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2023-24,2023,8,1.75,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,101570,7.9,2.4,13.4
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2024-25,2024,3,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,102789,2.9,0.0,6.2
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2024-25,2024,7,1.43,SEIFA quintile,Persons,All ages,All,Q2,All,102789,6.8,1.8,11.8
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2024-25,2024,6,1.83,SEIFA quintile,Persons,All ages,All,Q3,All,102789,5.8,1.1,10.5
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2024-25,2024,2,4.0,SEIFA quintile,Persons,All ages,All,Q4,All,102789,1.9,0.0,4.6
Alcohol and other drug-related hospitalisations,Inhalants,Central Adelaide LHN,2024-25,2024,5,3.4,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,102789,4.9,0.6,9.2
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2020-21,2020,1,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,11000,9.1,0.0,26.9
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2021-22,2021,1,5.0,SEIFA quintile,Persons,All ages,All,Q3,All,11132,9.0,0.0,26.6
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2021-22,2021,1,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,11132,9.0,0.0,26.6
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2023-24,2023,1,2.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,11400,8.8,0.0,26.0
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2023-24,2023,1,2.0,SEIFA quintile,Persons,All ages,All,Q2,All,11400,8.8,0.0,26.0
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2023-24,2023,2,2.0,SEIFA quintile,Persons,All ages,All,Q3,All,11400,17.5,0.0,41.8
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2024-25,2024,1,2.0,SEIFA quintile,Persons,All ages,All,Q2,All,11537,8.7,0.0,25.7
Alcohol and other drug-related hospitalisations,Inhalants,Eyre and Far North LHN,2024-25,2024,3,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,11537,26.0,0.0,55.4
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2020-21,2020,2,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,14000,14.3,0.0,34.1
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2021-22,2021,1,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,14168,7.1,0.0,20.9
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2021-22,2021,2,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,14168,14.1,0.0,33.7
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2021-22,2021,2,6.0,SEIFA quintile,Persons,All ages,All,Q3,All,14168,14.1,0.0,33.7
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2022-23,2022,1,1.0,SEIFA quintile,Persons,All ages,All,Q4,All,14338,7.0,0.0,20.7
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2022-23,2022,1,2.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,14338,7.0,0.0,20.7
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2023-24,2023,3,1.33,SEIFA quintile,Persons,All ages,All,Q3,All,14510,20.7,0.0,44.1
Alcohol and other drug-related hospitalisations,Inhalants,Flinders and Upper North LHN,2024-25,2024,1,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,14684,6.8,0.0,20.1
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2020-21,2020,1,2.0,SEIFA quintile,Persons,All ages,All,Q2,All,13000,7.7,0.0,22.8
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2020-21,2020,2,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,13000,15.4,0.0,36.7
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2021-22,2021,1,1.0,SEIFA quintile,Persons,All ages,All,Q2,All,13156,7.6,0.0,22.5
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2021-22,2021,1,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,13156,7.6,0.0,22.5
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2022-23,2022,3,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,13313,22.5,0.0,48.0
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2022-23,2022,1,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,13313,7.5,0.0,22.2
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2023-24,2023,1,1.0,SEIFA quintile,Persons,All ages,All,Q3,All,13473,7.4,0.0,21.9
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2023-24,2023,1,1.0,SEIFA quintile,Persons,All ages,All,Q5 - least disadvantaged,All,13473,7.4,0.0,21.9
Alcohol and other drug-related hospitalisations,Inhalants,Limestone Coast LHN,2024-25,2024,3,1.67,SEIFA quintile,Persons,All ages,All,Q3,All,13635,22.0,0.0,46.9
Alcohol and other drug-related hospitalisations,Inhalants,Northern Adelaide LHN,2020-21,2020,1,1.0,SEIFA quintile,Persons,All ages,All,Q1 - most disadvantaged,All,84000,1.2,0.0,3.5
